rn,id,e_1inch,d_1inch,1inch,e_aave,d_aave,aave,e_ach,d_ach,ach,e_acm,d_acm,acm,e_ada,d_ada,ada,e_adx,d_adx,adx,e_aergo,d_aergo,aergo,e_agld,d_agld,agld,e_akro,d_akro,akro,e_alcx,d_alcx,alcx,e_algo,d_algo,algo,e_alice,d_alice,alice,e_alpaca,d_alpaca,alpaca,e_alpha,d_alpha,alpha,e_alpine,d_alpine,alpine,e_amb,d_amb,amb,e_amp,d_amp,amp,e_anc,d_anc,anc,e_ankr,d_ankr,ankr,e_ant,d_ant,ant,e_ape,d_ape,ape,e_api3,d_api3,api3,e_apt,d_apt,apt,e_ar,d_ar,ar,e_ardr,d_ardr,ardr,e_arpa,d_arpa,arpa,e_astr,d_astr,astr,e_ata,d_ata,ata,e_atom,d_atom,atom,e_auction,d_auction,auction,e_audio,d_audio,audio,e_auto,d_auto,auto,e_ava,d_ava,ava,e_avax,d_avax,avax,e_axs,d_axs,axs,e_badger,d_badger,badger,e_bake,d_bake,bake,e_bal,d_bal,bal,e_band,d_band,band,e_bar,d_bar,bar,e_bat,d_bat,bat,e_bch,d_bch,bch,e_bel,d_bel,bel,e_beta,d_beta,beta,e_beth,d_beth,beth,e_bico,d_bico,bico,e_bidr,d_bidr,bidr,e_blz,d_blz,blz,e_bnb,d_bnb,bnb,e_bnt,d_bnt,bnt,e_bnx,d_bnx,bnx,e_bond,d_bond,bond,e_bsw,d_bsw,bsw,e_btc,d_btc,btc,e_bttc,d_bttc,bttc,e_burger,d_burger,burger,e_busd,d_busd,busd,e_c98,d_c98,c98,e_cake,d_cake,cake,e_celo,d_celo,celo,e_celr,d_celr,celr,e_cfx,d_cfx,cfx,e_chess,d_chess,chess,e_chr,d_chr,chr,e_chz,d_chz,chz,e_ckb,d_ckb,ckb,e_clv,d_clv,clv,e_cocos,d_cocos,cocos,e_comp,d_comp,comp,e_cos,d_cos,cos,e_coti,d_coti,coti,e_cream,d_cream,cream,e_crv,d_crv,crv,e_ctk,d_ctk,ctk,e_ctsi,d_ctsi,ctsi,e_ctxc,d_ctxc,ctxc,e_cvp,d_cvp,cvp,e_cvx,d_cvx,cvx,e_dai,d_dai,dai,e_dar,d_dar,dar,e_dash,d_dash,dash,e_data,d_data,data,e_dcr,d_dcr,dcr,e_dego,d_dego,dego,e_dent,d_dent,dent,e_dexe,d_dexe,dexe,e_dgb,d_dgb,dgb,e_dia,d_dia,dia,e_dock,d_dock,dock,e_dodo,d_dodo,dodo,e_doge,d_doge,doge,e_dot,d_dot,dot,e_drep,d_drep,drep,e_dusk,d_dusk,dusk,e_dydx,d_dydx,dydx,e_egld,d_egld,egld,e_elf,d_elf,elf,e_enj,d_enj,enj,e_ens,d_ens,ens,e_eos,d_eos,eos,e_epx,d_epx,epx,e_ern,d_ern,ern,e_etc,d_etc,etc,e_eth,d_eth,eth,e_eur,d_eur,eur,e_farm,d_farm,farm,e_fet,d_fet,fet,e_fida,d_fida,fida,e_fil,d_fil,fil,e_fio,d_fio,fio,e_firo,d_firo,firo,e_fis,d_fis,fis,e_flm,d_flm,flm,e_flow,d_flow,flow,e_flux,d_flux,flux,e_for,d_for,for,e_forth,d_forth,forth,e_front,d_front,front,e_ftm,d_ftm,ftm,e_ftt,d_ftt,ftt,e_fun,d_fun,fun,e_fxs,d_fxs,fxs,e_gal,d_gal,gal,e_gala,d_gala,gala,e_gas,d_gas,gas,e_glm,d_glm,glm,e_glmr,d_glmr,glmr,e_gmt,d_gmt,gmt,e_gmx,d_gmx,gmx,e_gno,d_gno,gno,e_grt,d_grt,grt,e_gtc,d_gtc,gtc,e_hard,d_hard,hard,e_hbar,d_hbar,hbar,e_high,d_high,high,e_hive,d_hive,hive,e_hnt,d_hnt,hnt,e_hot,d_hot,hot,e_icp,d_icp,icp,e_icx,d_icx,icx,e_idex,d_idex,idex,e_ilv,d_ilv,ilv,e_imx,d_imx,imx,e_inj,d_inj,inj,e_iost,d_iost,iost,e_iota,d_iota,iota,e_iotx,d_iotx,iotx,e_iq,d_iq,iq,e_iris,d_iris,iris,e_jasmy,d_jasmy,jasmy,e_joe,d_joe,joe,e_jst,d_jst,jst,e_kava,d_kava,kava,e_kda,d_kda,kda,e_key,d_key,key,e_klay,d_klay,klay,e_kmd,d_kmd,kmd,e_knc,d_knc,knc,e_kp3r,d_kp3r,kp3r,e_ksm,d_ksm,ksm,e_lazio,d_lazio,lazio,e_ldo,d_ldo,ldo,e_lever,d_lever,lever,e_lina,d_lina,lina,e_link,d_link,link,e_lit,d_lit,lit,e_loka,d_loka,loka,e_loom,d_loom,loom,e_lpt,d_lpt,lpt,e_lrc,d_lrc,lrc,e_lsk,d_lsk,lsk,e_ltc,d_ltc,ltc,e_lto,d_lto,lto,e_luna,d_luna,luna,e_lunc,d_lunc,lunc,e_magic,d_magic,magic,e_mana,d_mana,mana,e_mask,d_mask,mask,e_matic,d_matic,matic,e_mbl,d_mbl,mbl,e_mbox,d_mbox,mbox,e_mc,d_mc,mc,e_mdt,d_mdt,mdt,e_mdx,d_mdx,mdx,e_mina,d_mina,mina,e_mkr,d_mkr,mkr,e_mln,d_mln,mln,e_mob,d_mob,mob,e_movr,d_movr,movr,e_mtl,d_mtl,mtl,e_near,d_near,near,e_nebl,d_nebl,nebl,e_neo,d_neo,neo,e_nexo,d_nexo,nexo,e_nkn,d_nkn,nkn,e_nmr,d_nmr,nmr,e_nuls,d_nuls,nuls,e_ocean,d_ocean,ocean,e_og,d_og,og,e_ogn,d_ogn,ogn,e_om,d_om,om,e_omg,d_omg,omg,e_one,d_one,one,e_ong,d_ong,ong,e_ont,d_ont,ont,e_ooki,d_ooki,ooki,e_op,d_op,op,e_orn,d_orn,orn,e_osmo,d_osmo,osmo,e_oxt,d_oxt,oxt,e_paxg,d_paxg,paxg,e_people,d_people,people,e_perp,d_perp,perp,e_pha,d_pha,pha,e_phb,d_phb,phb,e_pla,d_pla,pla,e_pnt,d_pnt,pnt,e_pols,d_pols,pols,e_polyx,d_polyx,polyx,e_pond,d_pond,pond,e_porto,d_porto,porto,e_powr,d_powr,powr,e_prom,d_prom,prom,e_pros,d_pros,pros,e_psg,d_psg,psg,e_pundix,d_pundix,pundix,e_pyr,d_pyr,pyr,e_qi,d_qi,qi,e_qnt,d_qnt,qnt,e_qtum,d_qtum,qtum,e_quick,d_quick,quick,e_rad,d_rad,rad,e_rare,d_rare,rare,e_ray,d_ray,ray,e_reef,d_reef,reef,e_rei,d_rei,rei,e_ren,d_ren,ren,e_req,d_req,req,e_rlc,d_rlc,rlc,e_rndr,d_rndr,rndr,e_rose,d_rose,rose,e_rsr,d_rsr,rsr,e_rune,d_rune,rune,e_rvn,d_rvn,rvn,e_sand,d_sand,sand,e_santos,d_santos,santos,e_sc,d_sc,sc,e_scrt,d_scrt,scrt,e_sfp,d_sfp,sfp,e_shib,d_shib,shib,e_skl,d_skl,skl,e_slp,d_slp,slp,e_snm,d_snm,snm,e_snx,d_snx,snx,e_sol,d_sol,sol,e_spell,d_spell,spell,e_srm,d_srm,srm,e_stg,d_stg,stg,e_stmx,d_stmx,stmx,e_storj,d_storj,storj,e_stpt,d_stpt,stpt,e_strax,d_strax,strax,e_stx,d_stx,stx,e_sun,d_sun,sun,e_super,d_super,super,e_sushi,d_sushi,sushi,e_sxp,d_sxp,sxp,e_sys,d_sys,sys,e_t,d_t,t,e_tfuel,d_tfuel,tfuel,e_theta,d_theta,theta,e_tko,d_tko,tko,e_tlm,d_tlm,tlm,e_tomo,d_tomo,tomo,e_trb,d_trb,trb,e_tribe,d_tribe,tribe,e_troy,d_troy,troy,e_tru,d_tru,tru,e_trx,d_trx,trx,e_tvk,d_tvk,tvk,e_twt,d_twt,twt,e_uma,d_uma,uma,e_unfi,d_unfi,unfi,e_uni,d_uni,uni,e_usdc,d_usdc,usdc,e_usdt,d_usdt,usdt,e_ustc,d_ustc,ustc,e_utk,d_utk,utk,e_vet,d_vet,vet,e_vib,d_vib,vib,e_vite,d_vite,vite,e_voxel,d_voxel,voxel,e_vtho,d_vtho,vtho,e_wan,d_wan,wan,e_waves,d_waves,waves,e_waxp,d_waxp,waxp,e_win,d_win,win,e_wing,d_wing,wing,e_wnxm,d_wnxm,wnxm,e_woo,d_woo,woo,e_wrx,d_wrx,wrx,e_wtc,d_wtc,wtc,e_xec,d_xec,xec,e_xem,d_xem,xem,e_xlm,d_xlm,xlm,e_xmr,d_xmr,xmr,e_xrp,d_xrp,xrp,e_xtz,d_xtz,xtz,e_xvg,d_xvg,xvg,e_xvs,d_xvs,xvs,e_yfi,d_yfi,yfi,e_ygg,d_ygg,ygg,e_zec,d_zec,zec,e_zen,d_zen,zen,e_zil,d_zil,zil,e_zrx,d_zrx,zrx,1inch_udst_price,aave_udst_price,ach_udst_price,acm_udst_price,ada_udst_price,adx_udst_price,aergo_udst_price,agld_udst_price,akro_udst_price,alcx_udst_price,algo_udst_price,alice_udst_price,alpaca_udst_price,alpha_udst_price,alpine_udst_price,amb_udst_price,amp_udst_price,anc_udst_price,ankr_udst_price,ant_udst_price,ape_udst_price,api3_udst_price,apt_udst_price,ar_udst_price,ardr_udst_price,arpa_udst_price,astr_udst_price,ata_udst_price,atom_udst_price,auction_udst_price,audio_udst_price,auto_udst_price,ava_udst_price,avax_udst_price,axs_udst_price,badger_udst_price,bake_udst_price,bal_udst_price,band_udst_price,bar_udst_price,bat_udst_price,bch_udst_price,bel_udst_price,beta_udst_price,beth_udst_price,bico_udst_price,bidr_udst_price,blz_udst_price,bnb_udst_price,bnt_udst_price,bnx_udst_price,bond_udst_price,bsw_udst_price,btc_udst_price,bttc_udst_price,burger_udst_price,busd_udst_price,c98_udst_price,cake_udst_price,celo_udst_price,celr_udst_price,cfx_udst_price,chess_udst_price,chr_udst_price,chz_udst_price,ckb_udst_price,clv_udst_price,cocos_udst_price,comp_udst_price,cos_udst_price,coti_udst_price,cream_udst_price,crv_udst_price,ctk_udst_price
1,000005b7f7c9036618061dad1bef0efc3e2d466773025eb7c593c293a613613c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5453240821056,0,9.5453240821056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,56.4,0.00798,2.546,0.2784,0.1182,0.0907,0.272,0.00305,14.1,0.189,1.135,0.2496,0.0785,2.0849,0.01326,0.00322,0.03403,0.0166,2.094,4.037,1.111,3.856,6.85,0.06676484,0.02662,0.0401,0.0934,10.245,4.09,0.1432,230.6,0.539,11.78,6.82,2.37,0.1379,5.411,1.461,3.71,0.1774,101.7,0.413,0.06997,1229.09,0.273,0.0000639,0.0538,259.9,0.349,59.2,3.263,0.1768,16945.39,0.00000063,0.524,1,0.1647,3.314,0.52,0.0101,0.0228,0.182,0.114,0.1099,0.00251,0.05355,0.5202,33.58,0.00445,0.0557,10.79,0.547,0.745
2,000070654b1160bd326e821b0cc67c48c063c9dd161a73fb1a0cdd33e6451fb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1747493966822,0,6.1747493966822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,56.4,0.00798,2.546,0.2784,0.1182,0.0907,0.272,0.00305,14.1,0.189,1.135,0.2496,0.0785,2.0849,0.01326,0.00322,0.03403,0.0166,2.094,4.037,1.111,3.856,6.85,0.06676484,0.02662,0.0401,0.0934,10.245,4.09,0.1432,230.6,0.539,11.78,6.82,2.37,0.1379,5.411,1.461,3.71,0.1774,101.7,0.413,0.06997,1229.09,0.273,0.0000639,0.0538,259.9,0.349,59.2,3.263,0.1768,16945.39,0.00000063,0.524,1,0.1647,3.314,0.52,0.0101,0.0228,0.182,0.114,0.1099,0.00251,0.05355,0.5202,33.58,0.00445,0.0557,10.79,0.547,0.745
3,0000896251a5a7b3a9667e190e1ed72264f27d7a969f13627d2bd03c160a5e3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96623345133311,0,5.96623345133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,56.4,0.00798,2.546,0.2784,0.1182,0.0907,0.272,0.00305,14.1,0.189,1.135,0.2496,0.0785,2.0849,0.01326,0.00322,0.03403,0.0166,2.094,4.037,1.111,3.856,6.85,0.06676484,0.02662,0.0401,0.0934,10.245,4.09,0.1432,230.6,0.539,11.78,6.82,2.37,0.1379,5.411,1.461,3.71,0.1774,101.7,0.413,0.06997,1229.09,0.273,0.0000639,0.0538,259.9,0.349,59.2,3.263,0.1768,16945.39,0.00000063,0.524,1,0.1647,3.314,0.52,0.0101,0.0228,0.182,0.114,0.1099,0.00251,0.05355,0.5202,33.58,0.00445,0.0557,10.79,0.547,0.745
